project_id,domain,size,commit_id,commit_date,method_name,method_change_complexity,change_type,effect_size,effect_size_interpretation,experience,code_change_label,functionality_changed,refactorings
jctools,System Programming,31.48,72c55e5bee5ed05e47c5f997f8d4bc9d736659d1,1526901267,"public int org.jctools.queues.BaseSpscLinkedArrayQueue<E>.fill(Supplier<E> s, int limit)",4.2,Improvement,0.6116831592443897,Large,0.6454918203580448,Data Structure & Variable Changes,False,Change Method Access Modifier
jctools,System Programming,31.48,78965db4efd244c428cea9825527f4ab8101ab00,1573049857,"public int org.jctools.queues.BaseMpscLinkedArrayQueue<E>.fill(Supplier<E> s, int limit)",6.7,Improvement,0.5422033609445855,Large,0.6454918203580448,Data Structure & Variable Changes+Exception & Input/Output Handling,False,
jctools,System Programming,31.48,78965db4efd244c428cea9825527f4ab8101ab00,1573049857,"public int org.jctools.queues.BaseMpscLinkedArrayQueue<E>.fill(Supplier<E> s, int limit)",6.7,Improvement,1.0,Large,0.6454918203580448,Data Structure & Variable Changes+Exception & Input/Output Handling,False,
jctools,System Programming,31.48,78965db4efd244c428cea9825527f4ab8101ab00,1573049857,"public int org.jctools.queues.BaseMpscLinkedArrayQueue<E>.fill(Supplier<E> s, int limit)",6.7,Improvement,0.4048179012524726,Medium,0.6454918203580448,Data Structure & Variable Changes+Exception & Input/Output Handling,False,
jctools,System Programming,31.48,78965db4efd244c428cea9825527f4ab8101ab00,1573049857,"public int org.jctools.queues.BaseMpscLinkedArrayQueue<E>.fill(Supplier<E> s, int limit)",6.7,Improvement,1.0,Large,0.6454918203580448,Data Structure & Variable Changes+Exception & Input/Output Handling,False,
jctools,System Programming,31.48,4db7bd71c4a70093eeafc4545668a7d227d940d0,1451570626,public boolean org.jctools.sets.IdentityOpenHashSet<E>.contains(Object needle),13.8,Unchanged,-0.0891758756176837,Negligible,0.6454918203580448,,,Change Variable Type
jctools,System Programming,31.48,4db7bd71c4a70093eeafc4545668a7d227d940d0,1451570626,public boolean org.jctools.sets.IdentityOpenHashSet<E>.remove(Object val),36.4,Unchanged,-0.1421232377141363,Negligible,0.6454918203580448,,,Change Variable Type
jctools,System Programming,31.48,03df0a555ac7a7429c1a8f41294b079d0b4ac7c7,1451488430,public boolean org.jctools.sets.IdentityOpenHashSet<E>.remove(Object val),62.6,Unchanged,-0.0075417676661603,Negligible,0.6454918203580448,,,Add Variable Modifier
jctools,System Programming,31.48,9def52951541af24751964bb0cb4f611f50bdca4,1480035856,private static void org.jctools.channels.proxy.ProxyChannelFactory.writeAcquireWithWaitStrategy(MethodVisitor methodVisitor),4.2,Unchanged,0.0909090909090909,Negligible,0.4705477304919807,Data Structure & Variable Changes,False,
jctools,System Programming,31.48,9def52951541af24751964bb0cb4f611f50bdca4,1480035856,"private static void org.jctools.channels.proxy.ProxyChannelFactory.writeRelease(MethodVisitor methodVisitor, int wOffset, int type)",4.2,Unchanged,0.0310077519379844,Negligible,0.4705477304919807,Data Structure & Variable Changes,False,
jctools,System Programming,31.48,9def52951541af24751964bb0cb4f611f50bdca4,1480035856,"private static void org.jctools.channels.proxy.ProxyChannelFactory.implementUserMethod(Method method, ClassVisitor classVisitor, int type)",35.8,Unchanged,0.0961945031712473,Negligible,0.4705477304919807,Data Structure & Variable Changes+API/Library Call Changes,False,
jctools,System Programming,31.48,9def52951541af24751964bb0cb4f611f50bdca4,1480035856,private static void org.jctools.channels.proxy.ProxyChannelFactory.producerReferenceArrayIndex(MethodVisitor methodVisitor),4.2,Unchanged,0.2867647058823529,Small,0.4705477304919807,Data Structure & Variable Changes,False,
jctools,System Programming,31.48,9def52951541af24751964bb0cb4f611f50bdca4,1480035856,"private static void org.jctools.channels.proxy.ProxyChannelFactory.putReference(MethodVisitor methodVisitor, Class<?> parameterType, int localIndexOfArrayReferenceBaseIndex, int arrayReferenceBaseIndexDelta, int varOffset)",4.2,Unchanged,0.1936507936507936,Small,0.4705477304919807,,,
jctools,System Programming,31.48,9def52951541af24751964bb0cb4f611f50bdca4,1480035856,"private static void org.jctools.channels.proxy.ProxyChannelFactory.readRelease(MethodVisitor methodVisitor, int wOffset)",4.2,Unchanged,-0.0020703933747412,Negligible,0.4705477304919807,,,
jctools,System Programming,31.48,9def52951541af24751964bb0cb4f611f50bdca4,1480035856,private static void org.jctools.channels.proxy.ProxyChannelFactory.consumerReferenceArrayIndex(MethodVisitor methodVisitor),4.2,Unchanged,-0.3333333333333333,Medium,0.4705477304919807,Data Structure & Variable Changes,False,
jctools,System Programming,31.48,9def52951541af24751964bb0cb4f611f50bdca4,1480035856,"private static void org.jctools.channels.proxy.ProxyChannelFactory.getReference(MethodVisitor methodVisitor, Class<?> parameterType, int localIndexOfArrayReferenceBaseIndex, int arrayReferenceBaseIndexDelta)",4.2,Unchanged,-0.059986816084377,Negligible,0.4705477304919807,,,
jctools,System Programming,31.48,4a8a432f4d27f3235c54b44b2ee58572612199ee,1452842863,public boolean org.jctools.sets.OpenHashSet<E>.contains(Object needle),4.2,Regression,-0.3183679795770984,Small,0.6454918203580448,Control Flow/Loop Changes,False,
jctools,System Programming,31.48,4a8a432f4d27f3235c54b44b2ee58572612199ee,1452842863,public boolean org.jctools.sets.OpenHashSet<E>.remove(Object val),4.2,Improvement,0.2022972255975765,Small,0.6454918203580448,Control Flow/Loop Changes,False,
jctools,System Programming,31.48,2ac1a663b3a378225ea1269e25b6383751954c4c,1520613644,public static long org.jctools.util.UnsafeDirectByteBuffer.getAddress(ByteBuffer buffy),4.2,Unchanged,-0.0675207756232686,Negligible,0.6454918203580448,,,
jctools,System Programming,31.48,2ac1a663b3a378225ea1269e25b6383751954c4c,1520613644,public int org.jctools.sets.SingleWriterHashSet<E>.size(),4.2,Unchanged,0.0772064807867144,Negligible,0.6454918203580448,,,
jctools,System Programming,31.48,2ac1a663b3a378225ea1269e25b6383751954c4c,1520613644,public boolean org.jctools.sets.SingleWriterHashSet<E>.contains(Object needle),8.6,Unchanged,0.0236427812002023,Negligible,0.6454918203580448,,,
jctools,System Programming,31.48,2ac1a663b3a378225ea1269e25b6383751954c4c,1520613644,private void org.jctools.queues.InlinedCountersSpscConcurrentArrayQueue<E>.tailLazySet(long v),4.2,Improvement,0.1854926119565332,Small,0.6454918203580448,API/Library Call Changes,False,
jctools,System Programming,31.48,2ac1a663b3a378225ea1269e25b6383751954c4c,1520613644,private void org.jctools.queues.InlinedCountersSpscConcurrentArrayQueue<E>.headLazySet(long v),4.2,Improvement,0.1748543329301392,Small,0.6454918203580448,API/Library Call Changes,False,
jctools,System Programming,31.48,cf81c96b3fcfaa3f3e6efc5083b31d1684579219,1457260269,"public int org.jctools.queues.MpscArrayQueue<E>.fill(Supplier<E> s, int limit)",40.9,Unchanged,0.0930421500220198,Negligible,0.6454918203580448,,,
jctools,System Programming,31.48,6f88bf5c20ab527d304544cc48fde0b280449b59,1573050598,"public int org.jctools.queues.MpscUnboundedXaddArrayQueue<E>.drain(Consumer<E> c, int limit)",4.2,Unchanged,-0.0916950780169145,Negligible,0.6454918203580448,API/Library Call Changes,False,
jctools,System Programming,31.48,13d8ba9a5196b1a8dd867dc992a83edc05d868fb,1468825913,public boolean org.jctools.sets.IdentityOpenHashSet<E>.remove(Object val),12.3,Regression,-0.1797856862121127,Small,0.6454918203580448,Data Structure & Variable Changes+Algorithmic Change,False,
jctools,System Programming,31.48,d60366d5cdef9091f7dfacb6713fb7fc2b153516,1456582394,"public int org.jctools.queues.MpmcArrayQueue<E>.drain(Consumer<E> c, int limit)",4.2,Regression,-0.1473335802476084,Small,0.6454918203580448,API/Library Call Changes,False,
jctools,System Programming,31.48,d60366d5cdef9091f7dfacb6713fb7fc2b153516,1456582394,"public int org.jctools.queues.MpmcArrayQueue<E>.fill(Supplier<E> s, int limit)",4.2,Unchanged,-0.0632964836852658,Negligible,0.6454918203580448,API/Library Call Changes,False,
jctools,System Programming,31.48,6acb2a1011cacc4b8b379069888cc7395aa68a80,1478612144,public Node org.jctools.queues.intrusive.MpscIntrusiveLinkedQueue.poll(),55.6,Unchanged,0.0078606845746071,Negligible,0.6454918203580448,,,
jctools,System Programming,31.48,6acb2a1011cacc4b8b379069888cc7395aa68a80,1478612144,private Node org.jctools.queues.intrusive.MpscIntrusiveLinkedQueue.xchgHead(Node node),4.2,Unchanged,-0.1128049609623998,Negligible,0.6454918203580448,Data Structure & Variable Changes,False,
jctools,System Programming,31.48,efcb60756ad75ef70e8e9ae603cf7c65cd46423d,1527252207,"public int org.jctools.queues.MpmcArrayQueue<E>.fill(Supplier<E> s, int limit)",97.5,Improvement,0.2329400562873055,Small,0.8571746053865527,Algorithmic Change+Control Flow/Loop Changes,False,Extract Method
jctools,System Programming,31.48,efcb60756ad75ef70e8e9ae603cf7c65cd46423d,1527252207,"public int org.jctools.queues.MpmcArrayQueue<E>.drain(Consumer<E> c, int limit)",115.1,Regression,-0.2301316389360327,Small,0.8571746053865527,Algorithmic Change+Control Flow/Loop Changes,False,Extract Method
jctools,System Programming,31.48,8f268d5293dc4701f9637ff393bdce110b2c0603,1596708819,"public int org.jctools.queues.MpscArrayQueue<E>.fill(Supplier<E> s, int limit)",5.7,Improvement,0.3676978105354092,Medium,0.6454918203580448,Data Structure & Variable Changes,False,
jctools,System Programming,31.48,33c7774322d46a8d62ba755e2afe645617f03b15,1457197565,"public int org.jctools.queues.MpscArrayQueue<E>.fill(Supplier<E> s, int limit)",23.3,Improvement,0.3199838956183727,Small,0.4705477304919807,Data Structure & Variable Changes+Algorithmic Change,False,
jctools,System Programming,31.48,5279f373a120d3d504d4ea5fad8e1547132b5e96,1503414209,"private static void org.jctools.channels.proxy.ProxyChannelFactory.implementUserMethod(Method method, ClassVisitor classVisitor, int type, String generatedName, Class<? extends ProxyChannelRingBuffer> backendType)",4.2,Improvement,0.3078947368421053,Small,0.4705477304919807,API/Library Call Changes,False,
jctools,System Programming,31.48,c048acc8169650fc624c2e9c94ffcce822c11c22,1478620580,public Node org.jctools.queues.intrusive.MpscIntrusiveLinkedQueue.poll(),4.2,Unchanged,0.0871340523560806,Negligible,0.6454918203580448,,,
jctools,System Programming,31.48,c048acc8169650fc624c2e9c94ffcce822c11c22,1478620580,public boolean org.jctools.queues.intrusive.MpscIntrusiveLinkedQueue.offer(Node node),4.2,Unchanged,0.0772724355843494,Negligible,0.6454918203580448,API/Library Call Changes,False,
jctools,System Programming,31.48,9a44566e30a4b1a81a7dde714bcf9c3fff0abb48,1409836265,protected final void org.jctools.channels.spsc.SpscOffHeapFixedSizeRingBuffer.writeRelease(long offset),4.2,Unchanged,-0.0661931759512342,Negligible,0.6454918203580448,Data Structure & Variable Changes+API/Library Call Changes,False,Extract Method
jctools,System Programming,31.48,9a44566e30a4b1a81a7dde714bcf9c3fff0abb48,1409836265,protected final void org.jctools.channels.spsc.SpscOffHeapFixedSizeRingBuffer.readRelease(long offset),4.2,Unchanged,-0.0271739892708981,Negligible,0.6454918203580448,Data Structure & Variable Changes,False,Extract Method
jctools,System Programming,31.48,bbe02aa58fcba15198de1ff5f5a3add656372b9a,1506872320,public boolean org.jctools.sets.SingleWriterHashSet<E>.contains(Object needle),45.7,Unchanged,0.1203469532521276,Negligible,,,,Extract Method
jctools,System Programming,31.48,ec0f7b287bcc0609fd4201584fa495e92ccc6dc6,1480035856,"public static <E> ProxyChannel<E> org.jctools.channels.proxy.ProxyChannelFactory.createSpscProxy(int capacity, Class<E> iFace, WaitStrategy waitStrategy)",75.1,Regression,-0.6428571428571429,Large,0.4705477304919807,Algorithmic Change,True,
jctools,System Programming,31.48,3c94b8ccb78e040b9c2a33a04f7dee01286d1658,1457883268,"protected void org.jctools.counters.FixedSizeStripedLongCounterV6.inc(long offset, long delta)",2.0,Improvement,0.2242861196525143,Small,0.6824845821331635,Data Structure & Variable Changes,False,
jctools,System Programming,31.48,534d30d8681c96c5fa9c30de3b4d27776d561d95,1477643873,"protected static long org.jctools.queues.ConcurrentCircularArrayQueue<E>.calcElementOffset(long index, long mask)",4.2,Unchanged,0.0093393703175285,Negligible,0.6454918203580448,API/Library Call Changes,True,
jctools,System Programming,31.48,268cc9c0ec61c4a49bcb57849963fb7f75eb0914,1503135874,public void org.jctools.queues.ConcurrentCircularArrayQueue<E>.clear(),4.2,Unchanged,0.1785383903792784,Small,0.6454918203580448,,,
jctools,System Programming,31.48,0ef3df124c06efd365de4a1fa20a0bd74b85d9d0,1480035856,"public static <E> ProxyChannel<E> org.jctools.channels.proxy.ProxyChannelFactory.createSpscProxy(int capacity, Class<E> iFace, WaitStrategy waitStrategy)",81.6,Unchanged,-0.287037037037037,Small,0.4705477304919807,Data Structure & Variable Changes+Algorithmic Change+API/Library Call Changes,False,Extract Method
jctools,System Programming,31.48,8541ae5106e6239f36e871c383b0afa5837dbdd3,1500904493,public void org.jctools.queues.ConcurrentCircularArrayQueue<E>.clear(),6.4,Unchanged,0.1020408163265306,Negligible,0.6454918203580448,,,
jctools,System Programming,31.48,f92da3d6919dae506b1e4737c587c6ed03e2eb61,1606119282,"public static <E> ProxyChannel<E> org.jctools.channels.proxy.ProxyChannelFactory.createProxy(int capacity, Class<E> iFace, WaitStrategy waitStrategy, Class<? extends ProxyChannelRingBuffer> backendType)",4.2,Unchanged,0.1006944444444444,Negligible,0.4705477304919807,Data Structure & Variable Changes+API/Library Call Changes,False,
simpleflatmapper,Data Processing,51.79,45b89c0dc83c4c3535997f408e0bf66061371b2d,1543878858,"public static void org.simpleflatmapper.reflect.asm.AsmUtils.invoke(MethodVisitor mv, Type target, Method method)",18.0,Unchanged,-0.2013888888888889,Small,0.615180760841127,API/Library Call Changes,False,
simpleflatmapper,Data Processing,51.79,b66d0cf74b9089ec0a1085798a216390475d5d61,1522701899,protected final AbstractCharConsumer charConsumer(CharBuffer charBuffer),13.3,Regression,-0.1726382811743635,Small,0.615180760841127,Data Structure & Variable Changes+Algorithmic Change+API/Library Call Changes,False,
simpleflatmapper,Data Processing,51.79,223ed1b2a7424b4fce1d14e7b85875987bcf04ae,1545324667,"public void org.simpleflatmapper.reflect.meta.AbstractIndexPropertyFinder<T>.lookForProperties( PropertyNameMatcher propertyNameMatcher, Object[] properties, FoundProperty<T> matchingProperties, PropertyMatchingScore score, boolean allowSelfReference, PropertyFinderTransformer propertyFinderTransformer, TypeAffinityScorer typeAffinityScorer, Predicate<PropertyMeta<?, ?>> propertyFilter)",17.4,Unchanged,-0.0100772543848249,Negligible,0.615180760841127,,,Add Parameter + Change Parameter Type
simpleflatmapper,Data Processing,51.79,223ed1b2a7424b4fce1d14e7b85875987bcf04ae,1545324667,"public final <E> PropertyMeta<T, E> org.simpleflatmapper.reflect.meta.PropertyFinder<T>.findProperty(PropertyNameMatcher propertyNameMatcher, Object[] properties, TypeAffinityScorer typeAffinity, PropertyFinderProbe propertyFinderProbe, Predicate<PropertyMeta<?, ?>> propertyFilter)",8.6,Unchanged,-0.0004545636423462,Negligible,0.615180760841127,API/Library Call Changes,False,Change Parameter Type + Add Parameter
simpleflatmapper,Data Processing,51.79,223ed1b2a7424b4fce1d14e7b85875987bcf04ae,1545324667,"public void org.simpleflatmapper.reflect.meta.AbstractIndexPropertyFinder<T>.lookForProperties( PropertyNameMatcher propertyNameMatcher, Object[] properties, FoundProperty<T> matchingProperties, PropertyMatchingScore score, boolean allowSelfReference, PropertyFinderTransformer propertyFinderTransformer, TypeAffinityScorer typeAffinityScorer, Predicate<PropertyMeta<?, ?>> propertyFilter)",17.4,Regression,-1.0,Large,0.615180760841127,,,Add Parameter + Change Parameter Type 
simpleflatmapper,Data Processing,51.79,223ed1b2a7424b4fce1d14e7b85875987bcf04ae,1545324667,"public PropertyFinder<?> org.simpleflatmapper.map.impl.DiscriminatorPropertyFinder<T>.getOrCreateSubPropertyFinder(SubPropertyMeta<?, ?, ?> subPropertyMeta)",4.2,Unchanged,0.0324010533704662,Negligible,0.615180760841127,,,
simpleflatmapper,Data Processing,51.79,3b8283c9af486788c993eccb822fdfb02f37bb91,1556536759,public AbstractColumnDefinitionProvider<CsvColumnKey> org.simpleflatmapper.csv.impl.CsvColumnDefinitionProviderImpl.copy(),4.2,Improvement,0.7138820855580927,Large,0.615180760841127,Refactoring & Code Cleanup,False,
simpleflatmapper,Data Processing,51.79,34f7275e3ea42c74f313bc106933f9f05b4ee209,1572639797,public static PropertyMatchingScore org.simpleflatmapper.reflect.meta.PropertyMatchingScore.newInstance(boolean selfScoreFullName),4.2,Unchanged,0.0249045529666497,Negligible,0.615180760841127,,,
simpleflatmapper,Data Processing,51.79,34f7275e3ea42c74f313bc106933f9f05b4ee209,1572639797,"public PropertyMatchingScore org.simpleflatmapper.reflect.meta.PropertyMatchingScore.partialMatch(int score, int pScore)",4.2,Unchanged,-0.0043014790141263,Negligible,0.615180760841127,API/Library Call Changes,False,
simpleflatmapper,Data Processing,51.79,678d17d1deee12a08de8c46663b732ad6136827c,1586872108,private int org.simpleflatmapper.reflect.meta.DefaultPropertyNameMatcher.lastNonIgnorableChar(String column),4.2,Regression,-0.7086956521739131,Large,0.615180760841127,API/Library Call Changes,False,
simpleflatmapper,Data Processing,51.79,bf528f4936c328f2faf621d32003eda5d54b7122,1473524188,private CsvCharConsumer charConsumer(CharBuffer charBuffer),22.4,Improvement,0.2452580361637831,Small,0.615180760841127,Control Flow/Loop Changes,True,
simpleflatmapper,Data Processing,51.79,bf528f4936c328f2faf621d32003eda5d54b7122,1473524188,public void org.simpleflatmapper.csv.CsvReader.skipRows(int n),4.2,Improvement,0.2222456684958883,Small,0.615180760841127,Data Structure & Variable Changes,False,
simpleflatmapper,Data Processing,51.79,ec6da2693c82cfcb006c228a2fd98f533a8deb8e,1543967116,"public AbstractCharConsumer org.simpleflatmapper.lightningcsv.impl.AsmCharConsumerFactory.newCharConsumer(TextFormat textFormat, CharBuffer charBuffer, CellPreProcessor cellTransformer, boolean specialisedCharConsumer)",4.2,Regression,-0.265209475376619,Small,0.615180760841127,Data Structure & Variable Changes+API/Library Call Changes,False,
simpleflatmapper,Data Processing,51.79,7d4720e003869abf570176bcfa44f94e192f8cb2,1542867883,public void org.simpleflatmapper.csv.CsvRow.reset(),8.9,Unchanged,0.0909214415923445,Negligible,0.615180760841127,,,
simpleflatmapper,Data Processing,51.79,7d4720e003869abf570176bcfa44f94e192f8cb2,1542867883,public int org.simpleflatmapper.csv.CsvRow.getInt(int i),15.5,Improvement,1.0,Large,0.615180760841127,Data Structure & Variable Changes+Algorithmic Change+API/Library Call Changes,False,
simpleflatmapper,Data Processing,51.79,7d4720e003869abf570176bcfa44f94e192f8cb2,1542867883,public String org.simpleflatmapper.csv.CsvRow.getString(int i),4.2,Unchanged,0.0721784400291433,Negligible,0.615180760841127,API/Library Call Changes+Exception & Input/Output Handling,False,
simpleflatmapper,Data Processing,51.79,a8aeba957db4a4216f3c7c8e993ea13ae97ecb23,1522650327,"public final void org.simpleflatmapper.csv.parser.UnescapeCellPreProcessor.newCell(char[] chars, int start, int end, CellConsumer cellConsumer, int state)",8.6,Unchanged,-0.0788779812634638,Negligible,0.615180760841127,,,
simpleflatmapper,Data Processing,51.79,4d222c86c0b794c97f2627afccbb29ad53e22d41,1481017524,"protected CellPreProcessor org.simpleflatmapper.csv.DSLYamlComment.getCellTransformer(TextFormat textFormat, StringPostProcessing stringPostProcessing)",4.2,Unchanged,-0.0744232043003339,Negligible,0.615180760841127,,,
simpleflatmapper,Data Processing,51.79,4d222c86c0b794c97f2627afccbb29ad53e22d41,1481017524,public final void org.simpleflatmapper.csv.parser.CharConsumer.finish(CellConsumer cellConsumer),4.2,Unchanged,-0.0383243032256695,Negligible,0.615180760841127,API/Library Call Changes,False,
simpleflatmapper,Data Processing,51.79,44c4a25d2add7e3a225ed7167532c1818a2ba3d2,1479331815,protected final CharConsumer charConsumer(CharBuffer charBuffer),18.0,Regression,-0.1896668361892136,Small,0.615180760841127,Control Flow/Loop Changes,False,
simpleflatmapper,Data Processing,51.79,44c4a25d2add7e3a225ed7167532c1818a2ba3d2,1479331815,public final boolean org.simpleflatmapper.csv.parser.CharConsumer.refillBuffer(),4.2,Unchanged,-0.1287246466100184,Negligible,0.615180760841127,,,
simpleflatmapper,Data Processing,51.79,44c4a25d2add7e3a225ed7167532c1818a2ba3d2,1479331815,public final void org.simpleflatmapper.csv.parser.CharConsumer.finish(CellConsumer cellConsumer),8.6,Unchanged,-0.1450355479642171,Negligible,0.615180760841127,,,Inline Method
simpleflatmapper,Data Processing,51.79,6ef7785ddd157a014f79af09ab8baa750a8e0049,1566913234,public PropertyMatchingScore org.simpleflatmapper.reflect.meta.PropertyMatchingScore.matches(String property),6.4,Regression,-1.0,Large,0.615180760841127,Algorithmic Change+API/Library Call Changes+Exception & Input/Output Handling,True,Extract Method + Extract Variable 
simpleflatmapper,Data Processing,51.79,a859c90db4d0fc1ed9a9ec2129c2252209c49c19,1548270178,"private static <S1, S2> void org.simpleflatmapper.reflect.asm.BiInstantiatorBuilder.invokeBiFunction(String targetType, InjectionPoint injectionPoint, String classType, Class<?> s1, Class<?> s2, MethodVisitor mv, Consumer<MethodVisitor> consumer, boolean ignoreNullValues)",4.2,Unchanged,-0.2879818594104308,Small,0.615180760841127,API/Library Call Changes,False,
simpleflatmapper,Data Processing,51.79,1ad193b6cefee45a6a42ba05a6165d27e63c4aa1,1510741841,"public final void org.simpleflatmapper.csv.parser.UnescapeCellPreProcessor.newCell(char[] chars, int start, int end, CellConsumer cellConsumer, int state)",9.2,Unchanged,0.0316532551370122,Negligible,0.615180760841127,,,
